group,source_id,ordinal,formula,comp_valid_standard,comp_valid,mixed_supplement,struct_valid,V,U,N,UN,VUN,VUN_standard,Stable,MetaStable,SUN,MSUN,terminal_status
F800,H1A2_1200:0044,43,Ag3In3Sm3,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0045,44,LiCl6Cs2La,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:0046,45,ZnRh2Sb,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0047,46,O6K2Cu2La2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0048,47,CuPdSb,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0049,48,O8K2Nb2In,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0051,50,O7As2Rb2,False,False,False,True,False,True,True,True,False,False,True,True,True,True,verified
F800,H1A2_1200:0052,51,O8Ni4Rb4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0053,52,O12Co4Tb4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0054,53,Al5Ge5Ho,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0055,54,Li2F2Mg,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0056,55,CoZr6Te8,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0057,56,Ga4Ag4Te8,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0058,57,Cl4Pd4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0059,58,TiCr2Te4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0060,59,Cu4Ge6Er8,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0061,60,Ge4Sb4Te10,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0062,61,Li2O2F8Mn4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0063,62,InLaHg2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0064,63,AlCo2Sm2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0065,64,O12Ga4Hf4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0066,65,O3SrTa,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:0067,66,Ge6Rh6Ce4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0068,67,O8Sr4Pt4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0070,69,O8Al2Ni2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0071,70,O7Ge4Cs2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0072,71,K4I12Hg4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0073,72,H3Np,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:0074,73,AgSn3Pt4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0075,74,Sc2As2,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:0076,75,O8Nb2Lu2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0077,76,Li2O4Mn2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0078,77,Pd4Sb4Pr4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0079,78,O6Ba2TaBi,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:0080,79,Zn2Se8Cs4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0081,80,Mg6Ge10Pr4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0082,81,C4O12Sm4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0085,84,Ag4Ce2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0086,85,O6FeBa2Bi,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0087,86,Sc2ZnIr,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0088,87,F12CaV2Zn2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0089,88,Cd3Pr3Au3,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0090,89,O12W4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0091,90,P8Ge4Ba4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0092,91,Sc2CuIr,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:0093,92,Ca2Ag2In2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0094,93,O8Cr2Ba2La,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0095,94,B6Pd12Ce,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0096,95,S2Se4Ag4In2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0097,96,Si2Fe10Pr,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
F800,H1A2_1200:0098,97,C2Mo2Hf2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0099,98,Zn2As2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0100,99,O8Pd2In4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0101,100,NaCl6Cs2Tm,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0102,101,ZnInNd2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0103,102,Si4Fe6,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0104,103,Ga7Sm10,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0105,104,O2F10Mn6,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0106,105,TiMn2Ge,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0107,106,O4F2Rb4,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
F800,H1A2_1200:0108,107,O3NiBa,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0109,108,Li2O8Ti2Co2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0110,109,O8Ca2Ba2Tb2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0111,110,Ga2Ba2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0112,111,O8F4V6,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0113,112,O6Ba2EuPa,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0114,113,LiO8V7,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0115,114,Si3Ni3Ta3,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0116,115,H12Ba4,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0117,116,O4F2Y2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0118,117,O2SbGd,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0119,118,Li2O12Si4Nb2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0120,119,Zn2CeTb,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0121,120,C2O6F2Rb4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0122,121,Sn4Lu4Pt4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0123,122,Ga4Pd4Eu4,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0124,123,O12Mn2Cu2Ba2Pr2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0125,124,O8Co2Ni2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0126,125,Si4La2,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:0127,126,S8Se2Ag4Sb2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0128,127,Si2Cu2Gd2,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
F800,H1A2_1200:0129,128,Ni6Ge6Dy,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0130,129,MgCa3,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:0131,130,S6Rb3Ta,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0132,131,Al4NdAu,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0133,132,O8KCr4,False,True,True,True,True,True,True,True,True,False,False,False,False,False,verified
F800,H1A2_1200:0134,133,Zn4Sn4Tb3,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0135,134,MnRh2Sn,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:0136,135,O10Sc2Mo2La2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0137,136,Mg2Pd,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0138,137,O7P2Br3In3,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0139,138,F6V2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0140,139,Si2Ca2Pd2,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
F800,H1A2_1200:0141,140,SiCu5Ta,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0142,141,O7Ba2Ce2W,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0143,142,O12Al2Sc2Sb2Ba2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0144,143,Sc4Ni2Sb4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0145,144,O4Cu2Sb2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0146,145,S4Cl4Nb2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0147,146,YPdSb,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:0148,147,Y2Pm6,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
F800,H1A2_1200:0149,148,Cu4Se8Sb2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0150,149,Mg4Sc6,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0151,150,Ge2ZrRh3,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0152,151,Cu3Ga3Te6,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0153,152,Cd2Sb2La,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0154,153,Li2F8Mn2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0155,154,Cl12Rb2Pr2,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
F800,H1A2_1200:0156,155,SnHf2Ir,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0157,156,Si6La6Ir4,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
F800,H1A2_1200:0158,157,Pd3Eu,True,True,False,True,True,True,False,False,False,False,True,True,False,False,verified
F800,H1A2_1200:0159,158,S4Pb2Bi2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0160,159,Li3O12As2Tl2,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0161,160,S4Mo2Te2W,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0162,161,Sn6Pr10,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0163,162,MgGeEu2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0164,163,Y4Pd4Cd2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0165,164,CuGeLa,True,True,False,True,True,True,False,False,False,False,True,True,False,False,verified
F800,H1A2_1200:0166,165,O8S2Pb4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0167,166,C2SrOs,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0168,167,Cu2Se3Dy2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0169,168,S2Pb2Bi2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0170,169,B4Rh8Pr4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0171,170,F12Sb2Cs2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0172,171,Mg2S4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0173,172,AgInLu2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0174,173,O2F4P2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0175,174,B2Fe4Ho,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0176,175,S12Sr4Ta4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0177,176,O12Fe4Sm4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0178,177,Ge4Y2Ru4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0179,178,Ca4Sb4Ba4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0181,179,C12Ti4Cr4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0182,180,AgCdTm2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0183,181,Fe12Y4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0184,182,Ge4Te6,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0185,183,Ga5Ta6,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0186,184,LiF6FeCs2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0187,185,Ga4In2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0188,186,H8O4F4Zn4,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0189,187,Ge4Cd2La2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0190,188,Zn8Ce2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0191,189,N4Sr4Te2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0192,190,F8Cr2Rb2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0194,192,O6K4Ag2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0196,193,F14Co4Cs2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0197,194,O12Na4Ti4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0198,195,O6F6Fe4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0199,196,Co2Ge2Tm,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0200,197,Co2ZnHf,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0201,198,Si6Co2Ta6,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0202,199,Pd8,True,True,False,True,True,True,False,False,False,False,True,True,False,False,verified
F800,H1A2_1200:0204,201,O12Al4Si4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0205,202,S2Se2Nd2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0206,203,Co2GaTe4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0207,204,O2F10Ni6,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0208,205,Sn3Pm,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
F800,H1A2_1200:0209,206,Ni4In2Pr4,True,True,False,True,True,True,False,False,False,False,True,True,False,False,verified
F800,H1A2_1200:0211,208,LiS2Pr,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0212,209,Li2O8MnCo3,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0213,210,O2TiTl,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0214,211,S2Cl6Tl2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0215,212,S8Cr4Cu2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0216,213,Al12SmEr,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0217,214,ZnAu2Th,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:0218,215,N4Ca2Co2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0219,216,O8Na4Cl2La2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0220,217,O8V2La2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0221,218,Cl6CuCs2Tl,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0223,220,MgGa3,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:0224,221,H6O6Ca2Mn,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0225,222,LiMn2Sb,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0226,223,O8S2Zn4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0227,224,Ag2CdHg,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0229,226,F6CoRb3,True,True,False,True,True,True,False,False,False,False,True,True,False,False,verified
F800,H1A2_1200:0230,227,O8Na4Mn3,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0231,228,Cd2ErTm,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0232,229,Sc6Hf2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0234,231,C2O6Fe,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0235,232,S8Cr4Fe,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0236,233,B3Fe9Ta3,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0237,234,N2O2P2,True,True,False,True,True,True,False,False,False,False,True,True,False,False,verified
F800,H1A2_1200:0238,235,NaPd2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0239,236,O12Y2La2Ir2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0240,237,K3Br6Cs,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0241,238,Se10Nb3,False,True,True,True,True,True,True,True,True,False,False,True,False,True,verified
F800,H1A2_1200:0242,239,As2Rb3Au,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0243,240,O6SbCs2Sm,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0244,241,B4Ca2Mn8,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0245,242,O12Ge2Ba2La4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0246,243,Ga9Ag3Lu3,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0247,244,Mn2Br6Pb,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0248,245,O2F6K2Mn4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0249,246,O12Ti4Rh4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0250,247,O8Na2As2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0251,248,B2C2Al3Sm,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0252,249,Al12Ga4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0253,250,O4Ni5Cd2,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0254,251,RhHf2Ir,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
